idJoueur , FirstName , LastName , dob ,idCountry, idPosition
2939,Parker,Wiegand,1990-06-19,19,4
2940,Jay,Bradtke,2002-07-04,19,4
2941,Louisa,Rohan,1991-05-20,19,2
2942,Dexter,Schneider,2000-10-01,19,4
2943,Moshe,Ritchie,1985-04-05,19,1
2944,Farrah,Hessel,2008-01-20,19,4
2945,Allegra,Huel,2001-04-07,19,3
2946,Gregory,Lakin,1991-04-14,19,4
2947,Regina,Von,1992-12-27,19,6
2948,Denis,Kulas,1983-12-29,19,1
2949,Elinor,Pfeffer,1985-01-29,19,4
2950,Gearldine,Feest,1984-05-01,19,5
2951,Jeremiah,O'Connell,2004-07-24,19,5
2952,Jeremiah,Heaney,1984-09-26,19,1
2953,Boyd,Stracke,1996-08-16,19,2
2954,Nadine,Hirthe,1988-04-23,19,5
2955,Josphine,Corkery,1999-02-01,19,2
2956,Steve,Johns,1987-08-11,19,2
2957,Hortense,Kovacek,2000-03-14,19,2
2958,Magan,Smitham,1991-05-01,19,5
2959,Jeraldine,Erdman,1987-04-19,19,4
2960,Kieth,Lakin,2003-03-07,19,2
2961,Tresa,Cartwright,1999-08-03,19,4
2962,Bob,Lueilwitz,1986-06-16,19,3
2963,Elvira,Brekke,1996-07-31,19,5
2964,Darron,Adams,2004-05-07,19,5
2965,Guy,Bergstrom,1995-01-25,19,1
2966,Nila,Pagac,1994-11-09,19,2
2967,Rudy,Torp,1988-09-09,19,6
2968,Jannette,Nader,2004-07-19,19,5
2969,Alyce,Becker,2008-04-12,19,3
2970,Tommie,Reynolds,1990-11-22,19,2
2971,Stanley,Roob,1996-10-03,19,5
2972,Annabell,Kassulke,2007-03-24,19,4
2973,Cecil,Kirlin,2002-10-04,19,5
2974,Marlena,Douglas,1997-05-11,19,2
2975,Daisey,Cummings,1983-05-05,19,2
2976,Lissette,Ward,1998-06-08,19,2
2977,Lindsay,O'Kon,1983-08-27,19,5
2978,Terina,Herman,1993-01-22,19,5
2979,Clinton,Medhurst,1989-07-14,19,3
2980,Dana,Wilderman,2004-10-05,19,5
2981,Homer,Streich,2004-08-03,19,4
2982,Shirley,Jones,2007-10-13,19,4
2983,Darnell,Gerlach,2008-02-25,19,5
2984,Sal,Lueilwitz,1998-02-28,19,5
2985,Reva,Weimann,1987-12-19,19,4
2986,Jackie,Will,1999-10-28,19,2
2987,Eric,Botsford,2008-01-26,19,5
2988,Osvaldo,Reichert,2003-11-21,19,2
2989,Candy,Swaniawski,1995-05-09,19,5
2990,Dinorah,Lynch,1987-07-01,19,2
2991,Daniel,Simonis,1990-10-12,19,1
2992,Louetta,Walker,1993-10-21,19,3
2993,Geri,Veum,1985-11-14,19,4
2994,Antonio,Marvin,1995-02-27,19,6
2995,Fernando,Tremblay,2003-07-01,19,3
2996,Valorie,Fritsch,1983-08-27,19,3
2997,Alonso,Schuppe,1988-08-12,19,3
2998,Esther,Sporer,1989-11-08,19,2
2999,Natalie,Bruen,1991-01-15,19,4
3000,Ezekiel,Wiegand,1997-10-13,19,5
3001,Leonardo,Schaden,1985-04-24,19,5
3002,Juliann,Kuhn,1995-01-11,19,4
3003,Candra,O'Hara,2003-11-24,19,2
3004,Cheyenne,Hickle,2000-07-04,19,3
3005,Domenic,Reichel,1994-09-25,19,4
3006,Rosia,Treutel,1995-12-16,19,6
3007,Helga,Cartwright,2001-03-03,19,5
3008,Ima,Sipes,1989-09-18,19,1
3009,Wilbert,Jones,2007-07-20,19,1
3010,Tashia,Frami,1984-02-17,19,3
3011,Coy,Luettgen,2000-05-08,19,6
3012,Sherlene,Schmitt,1991-07-23,19,3
3013,Tim,Mitchell,2003-07-22,19,4
3014,Evan,Reilly,2007-12-14,19,3
3015,Lyle,Glover,1993-07-14,19,5
3016,Abram,Murphy,2000-06-25,19,4
3017,Marshall,Watsica,2001-04-06,19,2
3018,Mertie,Little,1988-07-07,19,5
3019,Omega,Hilpert,2003-09-02,19,3
3020,Teddy,Bosco,1996-01-05,19,3
3021,Mary,Greenfelder,1989-03-20,19,4
3022,Joey,Steuber,1997-06-18,19,3
3023,Marceline,Hirthe,2001-08-20,19,3
3024,Bobby,Greenfelder,2006-06-03,19,2
3025,Toni,Howell,2000-04-25,19,5
3026,Lidia,Turcotte,1990-06-28,19,5
3027,Dante,Heathcote,2006-12-29,19,4
3028,Garret,Ryan,1998-09-03,19,5
3029,Kemberly,Harvey,2007-08-20,19,2
3030,Cesar,O'Connell,1991-12-04,19,1
3031,Noel,Corwin,1985-12-27,19,5
3032,Tad,Abbott,2002-09-05,19,3
3033,Ashley,Johnson,1987-06-23,19,4
3034,Dominic,Kling,2006-03-14,19,6
3035,Tomi,Herzog,1983-01-13,19,2
3036,Myriam,Stamm,1995-11-30,19,4
3037,Jane,Fahey,1997-03-01,19,5
3038,Vanesa,Anderson,1987-02-28,19,6
3039,Tayna,Tillman,1997-09-12,19,5
3040,Evelyne,O'Conner,1997-02-26,19,6
3041,Jacob,Kovacek,1998-12-01,20,5
3042,Terra,Abbott,1995-11-28,20,1
3043,Rena,Kub,1997-01-12,20,2
3044,Joannie,Ortiz,1995-05-01,20,4
3045,Lucio,Fadel,1983-07-22,20,5
3046,Monty,Wolff,2007-10-01,20,4
3047,Mariella,Quitzon,2000-06-19,20,6
3048,Eleonor,Bergstrom,1987-02-12,20,5
3049,Aaron,Borer,1997-10-11,20,2
3050,Derek,Lakin,2001-05-27,20,4
3051,Lila,Greenfelder,2007-06-06,20,4
3052,Darrin,Lesch,1985-08-21,20,3
3053,Tawanna,Towne,1985-08-28,20,5
3054,Vince,Mills,1990-06-14,20,5
3055,Herman,Koepp,2008-05-17,20,4
3056,Merrilee,Metz,1983-07-30,20,4
3057,Lashonda,Kuphal,1992-02-28,20,5
3058,Pierre,Haag,1986-02-05,20,4
3059,Eve,Spinka,1990-08-15,20,2
3060,Hiroko,Hoeger,1989-05-02,20,4
3061,Raphael,Jacobson,1994-08-08,20,5
3062,Magen,Abbott,2000-07-19,20,5
3063,Jenelle,Bruen,2000-09-21,20,3
3064,Armand,Heller,1983-07-22,20,5
3065,Jonas,Pfannerstill,2002-01-26,20,5
3066,Chassidy,Raynor,1999-07-19,20,2
3067,Amos,Leffler,2004-12-25,20,6
3068,Cordia,Lang,1984-10-10,20,5
3069,Georgiana,Osinski,1985-11-17,20,3
3070,Lyndon,Corkery,1987-09-02,20,6
3071,Scot,Wolff,1995-02-18,20,4
3072,Sammie,Lubowitz,1992-05-04,20,4
3073,Bev,Schmeler,2004-07-17,20,1
3074,Henry,Heathcote,2002-09-01,20,6
3075,Myong,Breitenberg,1999-04-05,20,1
3076,Rudolph,Kassulke,1983-06-29,20,3
3077,Jonell,Tromp,1986-02-07,20,5
3078,Adena,West,2004-02-21,20,1
3079,Beatrice,Kihn,1995-09-14,20,3
3080,Jeramy,Kris,1990-09-06,20,2
3081,Colton,Frami,2006-12-01,20,2
3082,Evonne,Wilkinson,1993-03-04,20,5
3083,Todd,Haley,2001-05-06,20,3
3084,Darin,Dach,1996-04-13,20,2
3085,Randal,Leffler,1991-06-22,20,2
3086,Carmelita,Wolff,1993-04-01,20,3
3087,Candida,Thiel,2008-11-09,20,1
3088,Jordan,Kessler,1996-02-21,20,1
3089,Terina,Metz,1985-06-13,20,3
3090,Francina,Murray,1996-05-17,20,1
3091,Dreama,Schulist,1996-11-10,20,2
3092,Rich,Pacocha,2006-10-14,20,5
3093,Bertram,Christiansen,2005-10-19,20,5
3094,Chase,Conn,2007-11-26,20,3
3095,Newton,Marvin,2004-12-10,20,5
3096,Kari,Hartmann,2005-06-11,20,1
3097,Tyson,Nader,2005-01-09,20,1
3098,Gustavo,Hermann,1996-02-09,20,4
3099,Elfriede,Boyer,2006-07-14,20,3
3100,Dalene,Gleichner,2002-10-16,20,2
3101,Ross,Hills,2001-11-01,20,2
3102,Zackary,Schroeder,2003-08-08,20,3
3103,Corey,DuBuque,1997-01-20,20,1
3104,Alonzo,Lang,1990-04-05,20,3
3105,Avery,Sanford,1989-01-07,20,6
3106,Contessa,Treutel,2001-09-24,20,6
3107,Lamont,Morar,1992-08-13,20,2
3108,Fermina,Sporer,1988-03-14,20,6
3109,Jewell,Cole,2006-05-25,20,3
3110,Damian,O'Connell,1986-08-09,20,3
3111,Giuseppe,Cartwright,1986-06-14,20,6
3112,Delores,Batz,1993-08-21,20,1
3113,Samella,Padberg,1992-12-04,20,3
3114,Carrol,Glover,2006-07-12,20,6
3115,Velvet,Miller,2003-04-26,20,2
3116,Cheree,Pacocha,1990-03-30,20,5
3117,Shaneka,Johns,1990-10-19,20,2
3118,Hallie,Emmerich,2002-12-07,20,3
3119,Ula,Ruecker,1999-03-05,20,1
3120,Gilbert,Wiza,2007-08-25,20,1
3121,Ebonie,Hackett,1998-01-18,20,3
3122,Stan,Wyman,2007-11-13,20,6
3123,Zackary,Parker,1990-10-15,20,4
3124,Caleb,Oberbrunner,2008-04-29,20,6
3125,Clyde,Rowe,2002-10-22,20,5
3126,Laticia,Blick,2001-09-08,20,2
3127,Nelle,Krajcik,2005-11-08,20,4
3128,Phyllis,Weber,1995-10-06,20,1
3129,Noel,Rutherford,2005-03-07,20,6
3130,Rudy,Nolan,1995-04-05,20,1
3131,Letty,Gulgowski,2002-03-06,20,5
3132,Nadine,Reichel,1998-06-01,20,3
3133,Joanne,Green,1995-07-23,20,4
3134,Leon,Yundt,2001-03-23,20,1
3135,Dallas,White,1997-04-23,20,4
3136,Leif,Oberbrunner,1990-09-20,20,2
3137,Hai,Waelchi,1995-08-31,20,5
3138,Ramiro,Kreiger,1995-01-23,20,2
3139,Lucio,Schuster,2002-06-21,20,3
3140,Jerica,Beatty,1997-12-19,20,2
3141,Carrol,Dach,1982-12-29,20,2
3142,Stephani,Marvin,1994-01-31,20,2
3143,Harrison,West,2002-08-24,20,6
3144,Monika,Jast,2006-12-08,20,3
3145,Hermine,Wilkinson,1986-10-16,20,4
3146,Fawn,Crist,1991-04-19,20,2
3147,Hye,Bosco,2003-12-22,20,1
3148,Carolynn,Paucek,2001-08-03,20,4
3149,Chun,Crooks,2004-07-03,20,3
3150,Olinda,Stehr,2004-10-19,20,4
3151,Juan,DuBuque,1998-01-26,20,1
3152,Merlin,Thompson,2005-10-10,20,1
3153,Adina,Cassin,1987-05-14,20,3
3154,Ilona,Marquardt,1991-03-13,20,5
3155,Raymundo,O'Keefe,2003-12-14,20,6
3156,Felisa,Streich,1992-01-31,20,5
3157,Concepcion,Kreiger,2005-02-20,20,3
3158,Lashunda,Lehner,1997-08-09,20,2
3159,Gudrun,Yost,1985-12-02,20,3
3160,Marica,Quigley,1989-06-28,20,4
3161,Lamar,Kulas,2008-09-23,20,6
3162,Concha,Mayert,1998-04-05,20,5
3163,Carmelita,Olson,1991-07-12,20,4
3164,Ethyl,Hilll,1983-09-20,20,4
3165,Genevie,Mayer,1986-07-20,20,5
3166,Carson,Cremin,1999-11-17,20,4
3167,Roscoe,Bechtelar,1994-10-30,20,4
3168,Josefa,Dicki,1997-04-15,20,4
3169,Chung,Gibson,1990-05-31,20,3
3170,Lowell,Graham,1997-07-17,20,4
3171,Celeste,Keeling,1991-02-22,20,4
3172,Tanika,Hills,2007-11-01,20,4
3173,Porter,Koch,1993-11-23,20,4
3174,Shawna,Schaefer,1983-09-17,20,6
3175,Lindsey,Murazik,1990-11-29,20,3
3176,Summer,D'Amore,1985-09-04,20,2
3177,Velma,Hessel,2000-01-02,20,2
3178,Christiane,Johnston,1987-11-24,20,4
3179,Hershel,Greenfelder,2002-10-13,20,6
3180,Waldo,Walsh,2008-02-16,20,5
3181,Rashida,Zulauf,2008-05-15,20,5
3182,Amos,Mraz,2004-11-14,20,2
3183,Justina,Stroman,2004-05-10,20,1
3184,Genevie,Boyle,1996-10-12,20,1
3185,Stepanie,Zboncak,1990-09-03,20,2
3186,Maricela,Mueller,1999-08-13,20,6
3187,Rhonda,Toy,1995-11-22,20,3
3188,Wilfred,Huels,2007-10-12,20,3
3189,Alphonse,Gerhold,1984-03-22,20,3
3190,Samuel,Bruen,1988-10-15,20,6
3191,Broderick,McGlynn,2001-04-04,20,4
3192,Alejandrina,Weber,2003-12-10,20,4
3193,Donte,Deckow,2004-03-30,20,6
3194,Lissette,Lindgren,1988-12-14,20,4
3195,Palmer,Hagenes,2000-08-24,20,3
3196,Roseanna,Hills,1983-01-07,20,4
3197,Henry,Predovic,2004-01-09,20,5
3198,Toney,Kautzer,1991-06-13,20,6
3199,Tomas,Powlowski,1986-01-04,20,3
3200,Jon,Mante,2004-12-27,20,3
3201,Jake,Boehm,2002-07-04,21,2
3202,Cythia,Trantow,2007-08-05,21,3
3203,Edgar,Konopelski,1998-03-26,21,4
3204,Gerry,Littel,2002-04-03,21,5
3205,Heike,Cormier,2007-03-08,21,2
3206,Numbers,Prohaska,2000-11-20,21,6
3207,Matilde,Hirthe,1993-10-13,21,3
3208,Blythe,Grant,1997-05-02,21,5
3209,Doyle,Feeney,1983-08-12,21,5
3210,Gabriel,Brakus,2003-10-01,21,2
3211,Harmony,Gusikowski,2001-01-05,21,3
3212,Sarita,Beatty,1993-04-30,21,3
3213,Fletcher,Rempel,1985-05-19,21,2
3214,Lee,Bauch,1991-07-02,21,6
3215,Tora,Kutch,1991-06-26,21,3
3216,Clark,Zboncak,2007-12-22,21,3
3217,Luana,Ritchie,1996-07-23,21,5
3218,Bryce,Spinka,1995-10-10,21,4
3219,Taylor,Harris,2007-02-06,21,3
3220,Patsy,Steuber,2003-01-25,21,4
3221,Kallie,Cruickshank,1993-11-22,21,4
3222,Joaquin,Durgan,1994-01-19,21,3
3223,Willa,Jacobs,1992-02-24,21,5
3224,Jackeline,Moen,2006-03-14,21,1
3225,Eric,Rogahn,1996-01-06,21,3
3226,Hosea,Bosco,1995-08-18,21,2
3227,Roxy,McLaughlin,1993-11-29,21,2
3228,Guadalupe,Abbott,1991-07-28,21,1
3229,Duncan,Runolfsdottir,1987-07-17,21,5
3230,Lucien,Beier,1994-07-16,21,2
3231,Yasmine,Mills,1986-11-14,21,5
3232,Tonia,Weber,2006-03-07,21,2
3233,Victor,Goldner,1996-12-12,21,5
3234,Les,Erdman,2004-01-13,21,2
3235,Jenelle,Lindgren,1987-04-28,21,3
3236,Demetria,Keebler,2002-04-10,21,6
3237,Paris,Reilly,1991-03-11,21,4
3238,Gabriele,Russel,2005-02-23,21,4
3239,Cheri,Shields,1986-05-07,21,6
3240,Seymour,Schroeder,1986-08-16,21,4
3241,Mikel,Borer,1986-07-06,21,4
3242,Chet,Leuschke,1987-10-11,21,2
3243,Ada,Jaskolski,1992-03-28,21,3
3244,Tasia,Baumbach,1991-06-27,21,2
3245,Damion,O'Keefe,1993-06-23,21,1
3246,Quinton,Towne,1989-08-24,21,2
3247,Felipe,Cartwright,1994-05-13,21,4
3248,Kelsey,Emard,1984-07-21,21,4
3249,Ruben,McGlynn,1990-07-14,21,2
3250,Burt,McCullough,2007-02-04,21,4
3251,Sonny,Effertz,1991-01-14,21,2
3252,Shyla,Hansen,1987-01-19,21,3
3253,Fidel,Lindgren,2007-04-01,21,6
3254,Jeremy,Langworth,1990-10-17,21,5
3255,Casimira,Walter,2007-07-08,21,4
3256,Angel,Schmeler,1990-07-13,21,2
3257,Charlene,Turner,1984-05-23,21,5
3258,Sheree,Casper,1985-02-12,21,5
3259,Cathy,Windler,1990-04-07,21,1
3260,Ettie,Tremblay,1987-06-06,21,5
3261,Adriane,Bogan,1986-02-28,21,2
3262,Burt,Jaskolski,2002-11-02,21,3
3263,Kimberli,Koepp,1988-03-20,21,4
3264,Clement,Lehner,1994-09-18,21,6
3265,Bea,Cole,2004-05-31,21,6
3266,Lang,Nienow,1999-12-01,21,5
3267,Christy,Lueilwitz,1990-01-16,21,3
3268,Tyron,Kuhic,1994-02-03,21,2
3269,Nu,VonRueden,2002-02-03,21,5
3270,Launa,Stark,1989-07-30,21,6
3271,Lino,Bailey,2004-01-12,21,2
3272,Yi,O'Connell,2008-11-18,21,4
3273,Lita,Bauch,1996-12-20,21,3
3274,Alton,Tromp,2000-04-20,21,3
3275,Yu,Powlowski,1991-10-16,21,2
3276,Donnie,Douglas,2006-12-25,21,4
3277,Geraldo,Halvorson,1992-10-13,21,6
3278,Renetta,Becker,1998-12-12,21,3
3279,Brendon,Stehr,1989-05-20,21,5
3280,Craig,Leuschke,1997-02-05,21,2
3281,Corazon,Lakin,1997-10-20,21,2
3282,Latosha,Upton,1997-11-29,21,5
3283,Stanton,Turcotte,2007-11-17,21,2
3284,Melodee,Lueilwitz,1983-07-11,21,2
3285,Kayleen,Wiza,1997-03-02,21,6
3286,Brant,Rau,1990-11-28,21,5
3287,Freeman,Douglas,1987-07-13,21,4
3288,Rayford,Jaskolski,1995-07-28,21,4
3289,Julio,Beer,1990-01-12,21,4
3290,Jonnie,Larkin,1992-03-18,21,4
3291,Jame,Jast,2000-05-13,21,3
3292,Jani,Jaskolski,1994-12-25,21,2
3293,Charlette,Nader,1986-04-05,21,2
3294,Lillie,Strosin,2008-11-23,21,4
3295,Elma,Armstrong,1996-03-06,21,6
3296,Boyd,Schmeler,2000-09-12,21,5
3297,Corrina,Green,1996-09-12,21,4
3298,Greg,Emard,2002-06-09,21,2
3299,Millicent,Bins,1996-05-06,21,2
3300,Nick,Boyle,2000-11-18,21,4
3301,Dorine,Williamson,1994-08-11,21,4
3302,Carmelo,Huels,2004-04-06,21,5
3303,Kip,Kertzmann,1999-07-09,21,3
3304,Aron,Metz,2002-01-23,21,6
3305,Davina,Mueller,2000-01-01,21,5
3306,Rocco,Senger,1999-10-07,21,5
3307,Nadene,D'Amore,2004-01-01,21,3
3308,Daren,Shanahan,1998-07-27,21,6
3309,Bennett,Pollich,1996-12-08,21,1
3310,Aleta,Spinka,2008-09-01,21,2
3311,Chadwick,Ortiz,1995-04-18,21,2
3312,Jamal,Denesik,1992-12-24,21,2
3313,Caleb,Raynor,1991-05-29,21,3
3314,Ninfa,Mueller,2005-08-21,21,6
3315,Susan,Purdy,2007-01-04,21,3
3316,Camelia,Sauer,1999-10-29,21,2
3317,Wilbur,Lakin,2007-09-18,21,3
3318,Alva,Cremin,1994-06-22,21,5
3319,Leonel,Gleason,1999-04-30,21,1
3320,Carlo,Klocko,2008-12-23,21,3
3321,Lyla,Graham,1990-10-06,21,2
3322,Merle,Boyer,1992-02-24,21,2
3323,Justin,Quigley,2005-12-12,21,1
3324,Mechelle,King,1984-01-10,21,6
3325,Valeria,Aufderhar,1993-06-13,21,6
3326,Hedy,Goodwin,1990-03-28,21,6
3327,Callie,Johnson,1984-10-31,21,3
3328,Suzi,Koch,1983-12-11,21,3
3329,Ressie,Shields,1985-10-05,21,2
3330,August,Bergnaum,2008-05-24,21,4
3331,Audrey,Ankunding,1996-10-26,21,4
3332,Tommye,Hirthe,1992-12-22,21,3
3333,Ty,Rohan,1995-06-03,21,4
3334,Jan,Hamill,1990-04-05,21,6
3335,Kim,Hilpert,1996-04-10,21,2
3336,Kirby,Baumbach,1997-02-12,21,4
3337,Andrea,Stokes,2005-02-13,21,4
3338,Rickey,Armstrong,2004-12-31,21,6
3339,Cheree,Weber,1985-07-16,21,4
3340,Leon,Bergstrom,2005-10-09,21,5
3341,Starr,Balistreri,1997-01-31,21,6
3342,Cesar,Wehner,2008-09-20,21,1
3343,Leda,Von,1984-09-01,21,4
3344,Hazel,Runte,1998-12-25,21,5
3345,Kasey,Hoppe,1989-08-30,21,3
3346,Agustina,Ortiz,2008-12-23,21,3
3347,Assunta,MacGyver,2006-11-16,21,5
3348,Christopher,Quigley,2002-02-07,21,1
3349,Nettie,Huel,1998-11-23,21,3
3350,Nikita,Kunde,1992-03-23,21,4
3351,Brady,Schowalter,1993-11-01,21,1
3352,Sid,Johnston,2004-01-27,21,3
3353,Devorah,Kunde,1991-06-14,21,3
3354,Donetta,Murazik,2000-01-30,21,5
3355,Katina,Parisian,1984-02-20,21,4
3356,Leslie,Stroman,1984-08-06,21,3
3357,Milagro,Hamill,1998-01-05,21,4
3358,Monte,Wintheiser,2003-10-29,21,6
3359,Steve,Weimann,1991-10-02,21,3
3360,Joana,Kilback,1992-10-03,21,4
3361,Jovan,Breitenberg,1994-11-05,22,5
3362,Shaniqua,Zulauf,2002-08-21,22,5
3363,Jude,Ortiz,1987-08-11,22,1
3364,Joey,Klocko,2003-09-21,22,5
3365,Kirby,Koss,1995-10-03,22,6
3366,Christi,Greenfelder,2002-01-04,22,3
3367,Felisa,Barton,2007-01-24,22,4
3368,Genia,Lindgren,1992-09-18,22,3
3369,Zane,Smith,2002-04-06,22,5
3370,Manual,Harris,1993-11-13,22,1
3371,Moses,Bartoletti,2007-02-13,22,4
3372,Jaymie,Nolan,1984-07-04,22,2
3373,Ali,Torphy,1995-07-04,22,1
3374,Kazuko,Little,2003-05-22,22,1
3375,Jenny,Collins,1989-09-23,22,4
3376,Xavier,Schiller,1987-04-06,22,2
3377,Mayme,Kemmer,1983-05-11,22,4
3378,Laurence,Schuster,1997-03-24,22,1
3379,Sammy,Moen,2008-06-04,22,5
3380,Geoffrey,Hand,1991-03-10,22,3
3381,Yee,Lebsack,2007-11-01,22,4
3382,Adrian,Kuvalis,1993-06-03,22,1
3383,Nu,Gleichner,1987-07-31,22,6
3384,Carmel,Swaniawski,1991-09-09,22,2
3385,Malinda,Kris,1990-02-06,22,4
3386,Michel,Watsica,1988-06-30,22,2
3387,Aileen,Halvorson,2007-06-26,22,2
3388,Clemente,Koch,1995-03-17,22,2
3389,Horace,Kessler,1996-04-19,22,1
3390,Rosendo,Gulgowski,1996-06-27,22,5
3391,Rudolph,Lemke,1985-02-17,22,3
3392,Augustus,White,1994-01-08,22,2
3393,Milo,Jacobi,1996-12-23,22,3
3394,Brooks,Kling,1988-09-09,22,5
3395,Queenie,Wilkinson,1985-07-04,22,4
3396,Kandy,Gusikowski,1998-05-22,22,5
3397,Danelle,Fadel,2001-10-05,22,3
3398,Alethia,Lesch,2006-04-10,22,5
3399,Deandre,Sporer,2004-01-01,22,3
3400,Colby,Harber,1993-11-20,22,4
3401,Mertie,Lehner,1987-02-28,22,2
3402,Johnathon,Labadie,1991-08-13,22,1
3403,Johnna,Stokes,1994-06-20,22,2
3404,Juan,Hayes,1996-10-23,22,2
3405,Sharyl,Herman,1984-02-26,22,4
3406,Jesica,Toy,1985-09-27,22,3
3407,Becky,West,2003-11-01,22,3
3408,Johnny,Goodwin,2008-09-15,22,2
3409,Paul,Cartwright,1999-08-26,22,2
3410,Chung,Jones,1986-04-12,22,2
3411,Lou,Barton,2006-03-01,22,5
3412,Robbin,Blanda,1986-12-02,22,5
3413,Alayna,Hodkiewicz,2007-10-01,22,3
3414,Jefferson,Bechtelar,1984-11-12,22,1
3415,Collette,Miller,1992-05-24,22,1
3416,Lena,Wisozk,1997-08-20,22,5
3417,Tanner,Jakubowski,2002-08-31,22,2
3418,Grant,Doyle,1987-03-29,22,4
3419,Sara,Roberts,2000-12-08,22,3
3420,Dallas,Monahan,1996-04-29,22,3
3421,Bryon,Schamberger,1987-01-17,22,3
3422,Lilliana,Bechtelar,1997-06-04,22,2
3423,Lovie,Breitenberg,2008-05-06,22,1
3424,Tamela,Kuhic,1995-07-05,22,5
3425,Reynalda,Volkman,2006-06-11,22,4
3426,Gary,Beier,1987-12-11,22,1
3427,Gary,Will,1988-09-10,22,2
3428,Teisha,Ebert,1995-01-14,22,4
3429,Ashley,Crona,1985-11-16,22,2
3430,Tasha,Jacobi,1995-12-08,22,2
3431,Gilbert,Kiehn,1992-11-29,22,2
3432,Erika,Bergnaum,1999-03-16,22,6
3433,Jan,Hamill,1983-07-04,22,5
3434,Antonio,McKenzie,1991-08-07,22,5
3435,Junior,Runte,2003-04-04,22,6
3436,Chris,Morissette,1984-11-08,22,5
3437,Chadwick,O'Reilly,1985-08-06,22,5
3438,Wilford,Okuneva,1987-11-24,22,1
3439,Rod,Schamberger,2002-12-02,22,5
3440,Lasonya,Hyatt,1993-12-08,22,4
3441,Juan,Bogan,1990-02-27,22,2
3442,Larhonda,Hahn,1993-12-02,22,2
3443,Pete,Greenholt,1994-11-28,22,1
3444,Marg,Gutmann,1997-08-25,22,6
3445,Lonnie,Batz,1986-01-30,22,6
3446,Thi,Dickinson,2003-03-02,22,2
3447,Marty,Parisian,2000-08-08,22,4
3448,Velvet,Dach,2001-06-13,22,1
3449,Eve,Medhurst,2002-08-10,22,2
3450,Ardith,Rohan,1994-10-03,22,2
3451,Marjory,Walker,1999-10-07,22,4
3452,Eldon,Terry,1992-09-05,22,3
3453,Pierre,Metz,2007-08-01,22,3
3454,Jacquiline,Ondricka,1989-12-11,22,2
3455,Ericka,Dicki,1997-10-29,22,4
3456,Carlo,Dach,1996-12-18,22,6
3457,Arlyne,Goyette,2005-10-13,22,2
3458,Jewel,Brakus,1983-05-15,22,5
3459,Stephen,Torphy,2000-03-21,22,2
3460,Pablo,O'Reilly,1995-04-17,22,5
3461,Danial,Swaniawski,2006-07-02,22,5
3462,Jacque,Kling,2004-07-26,22,1
3463,Bernard,Kunde,2006-12-01,22,3
3464,Antonio,Muller,1985-05-08,22,5
3465,Margert,Baumbach,1995-04-09,22,2
3466,James,Jacobi,2006-01-08,22,2
3467,Kory,Smith,1992-11-10,22,4
3468,Wm,Hammes,1992-04-27,22,4
3469,Jefferey,Vandervort,1994-10-11,22,3
3470,Ena,Pacocha,2002-10-12,22,1
3471,Gricelda,Yundt,1999-11-06,22,2
3472,Davis,Schumm,1995-12-31,22,4
3473,Renita,Mohr,2000-02-25,22,3
3474,Raleigh,Bernhard,1987-09-23,22,5
3475,Zack,Welch,1992-05-22,22,2
3476,Sidney,Wuckert,1992-12-10,22,2
3477,Rocco,Schneider,1992-03-16,22,3
3478,Shaun,Grady,2003-07-22,22,5
3479,Kathleen,King,1995-06-06,22,3
3480,Rhona,Leuschke,1996-10-31,22,1
3481,Vern,Swift,1991-12-11,22,5
3482,Li,Barrows,2007-07-28,22,5
3483,Rebecka,Sipes,2007-04-24,22,3
3484,Son,Price,1998-01-19,22,2
3485,Evette,O'Kon,1998-02-07,22,3
3486,Russel,Kuhlman,1984-04-02,22,2
3487,Lola,Gleichner,2007-02-06,22,3
3488,Erwin,Little,1998-03-26,22,5
3489,Jeramy,Gusikowski,1987-11-02,22,3
3490,Guadalupe,Grant,1984-05-27,22,3
3491,Eliseo,Langosh,1994-10-22,22,5
3492,Sonny,Cassin,1996-06-06,22,5
3493,Reyes,Beer,1984-12-15,22,3
3494,Ronnie,Pacocha,1990-07-28,22,2
3495,Corinne,Mayer,2001-04-05,22,5
3496,Lakeisha,Gleason,2001-02-07,22,5
3497,Ellan,Lind,1983-02-10,22,5
3498,Elden,Langosh,1986-03-11,22,6
3499,Sheri,Barrows,1989-10-14,22,5
3500,Kris,Auer,1984-07-29,22,6
3501,Blair,Treutel,1997-09-30,22,4
3502,Jae,Nolan,1983-03-29,22,2
3503,Keenan,Corkery,1997-03-08,22,2
3504,Alonzo,Erdman,2008-11-03,22,2
3505,Diego,Baumbach,2005-01-10,22,2
3506,Darron,Brown,2006-03-04,22,5
3507,Heike,Homenick,2003-08-16,22,1
3508,Alexander,Stokes,2004-06-05,22,2
3509,Reyes,Sanford,1985-09-19,22,3
3510,Kallie,Schimmel,1986-06-04,22,1
3511,Neville,Morar,2004-11-13,22,3
3512,Gino,Purdy,2002-09-07,22,5
3513,Ebony,Leuschke,1997-05-16,22,3
3514,Russel,Champlin,1990-04-13,22,5
3515,Dino,MacGyver,2003-10-11,22,3
3516,Jeromy,Olson,2008-07-07,22,3
3517,Yasmine,Conn,2008-05-09,22,6
3518,Peggy,Christiansen,1986-01-06,22,3
3519,Arlen,Murray,1990-03-27,22,3
3520,Tarsha,Braun,1993-10-15,22,5
